Voucher Type,ID,state_name,Zone,Branch_name,Route,PartyName,CategoryName,PaymentType,CreatedDate,VoucherDate,VoucherNo,Bill Type,Salesman,Taxable,CGST,SGST,IGST,VoucherAMT,Discount,Realisable amount,RecieveAMT,Differance,RMODE,GroupName,ItemCOde,TaxPerc,qty,Freeqty ,TotalAmt,FreeAmount,Rate,DiscAmount,Helper 1,KL MT OUTLETS,TN MT OUTLETS,Category,NEW SKU,Division,Customer name,District for milk,District for Dashboard,ZONE FOR MT ,GROUPING FOR ITEM,Column1
Sales,7463212,Kerala,ERNAKULAM ZONE,ELANADU MILK KOTTAYAM,KUMARAKAM,#FRUIT BAE,MILK KL,CASH PAYMENT,24-02-2023,01-08-2025,KSKM7548/25,B2C,ALBINANIL,834,0,0,0,834,0,834,0,834,,000FG MILK,SM 450,0,30,0,834,0,27.8,0,#FRUIT BAE000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7422990,Kerala,MALAPPURAM ZONE,GOKULAM DISTRIBUTION (ELANADU MILK OLLUR),KDGLR,(mvk) abbas,MILK KL,CASH PAYMENT,07-10-2021,01-08-2025,OSKD28275/25,B2C,ANISHK,417,0,0,0,417,0,417,417,0,,000FG MILK,SM 450,0,15,0,417,0,27.8,0,(mvk) abbas000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7430931,Kerala,CALICUT ZONE,ELANADU MILK CALICUT,KODUVALLY,(zINE) BADR BACKERS_&_CAFE,NORMAL,CASH PAYMENT,25-01-2024,01-08-2025,CASK25556/25,B2C,HARSHAD T,556,0,0,0,556,0,556,556,0,Cash,000FG MILK,SM 450,0,20,0,556,0,27.8,0,(zINE) BADR BACKERS_&_CAFE000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7422176,Kerala,ERNAKULAM ZONE,ELANADU MILK ERNAKULAM,FORTKOCHI,",JMJ STORE",MILK KL,CASH PAYMENT,15-01-2022,01-08-2025,EKSFO24499/25,B2C,GINEESHKR ,129,0,0,0,129,0,129,129,0,Cash,000FG MILK,CM 475,0,5,0,129,0,25.8,0,",JMJ STORE000FG MILK",,,,YES,Not in Master,,0,,,,
Sales,7419131,Tamil Nadu,TAMILNADU,ELANADU MILK DINDIGUL,DINDIGUL,",Selvam tea stall",MILK TN,CASH PAYMENT,03-12-2024,01-08-2025,DGLSD10978/25,B2C,DINESH KUMAR,419.66,1.14,1.14,0,422,0,422,500,-78,,000FG MILK,FCM 1000,0,4,0,272,0,68,0,",Selvam tea stall000FG MILK",,,,YES,Not in Master,,0,,,,
Sales,7419131,Tamil Nadu,TAMILNADU,ELANADU MILK DINDIGUL,DINDIGUL,",Selvam tea stall",MILK TN,CASH PAYMENT,03-12-2024,01-08-2025,DGLSD10978/25,B2C,DINESH KUMAR,419.66,1.14,1.14,0,422,0,422,500,-78,,000FG MILK,FCM 120,0,12,0,102,0,8.5,0,",Selvam tea stall000FG MILK",,,,YES,Not in Master,,0,,,,
Sales,7419131,Tamil Nadu,TAMILNADU,ELANADU MILK DINDIGUL,DINDIGUL,",Selvam tea stall",MILK TN,CASH PAYMENT,03-12-2024,01-08-2025,DGLSD10978/25,B2C,DINESH KUMAR,419.66,1.14,1.14,0,422,0,422,500,-78,,001 FG CURD,DTC125,5,6,0,45.66,0,7.61,0,",Selvam tea stall001 FG CURD",,,,YES,Not in Master,,,,,,
Sales,7419412,Kerala,ERNAKULAM ZONE,ELANADU MILK ERNAKULAM,FORTKOCHI,.ARYA STR,MILK KL,CASH PAYMENT,10-08-2023,01-08-2025,EKSFO24448/25,B2C,GINEESHKR ,463.67,1.17,1.17,0,466,0,466,466,0,Cash,000FG MILK,SM 450,0,15,0,417,0,27.8,0,.ARYA STR000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7419412,Kerala,ERNAKULAM ZONE,ELANADU MILK ERNAKULAM,FORTKOCHI,.ARYA STR,MILK KL,CASH PAYMENT,10-08-2023,01-08-2025,EKSFO24448/25,B2C,GINEESHKR ,463.67,1.17,1.17,0,466,0,466,466,0,Cash,4FG AGRO,BATTER,5,1,0,46.67,0,46.67,0,.ARYA STR4FG AGRO,,,,NO,Not in Master,,,,,,
Sales Return,87265,Kerala,MALAPPURAM ZONE,ELANADU MILK ELANADU(PKD),KANNAMBRA,.ASANAR,MILK KL,CASH PAYMENT,07-10-2021,01-08-2025,ESRNA272/25,B2C,LAKSHMANAN.C T,0,,,,0,,0,0,0,,000FG MILK,SM 450,0,0,1,0,0,27.8,0,.ASANAR000FG MILK,,,,YES,Not in Master,,,,,,
Sales Return,87266,Kerala,MALAPPURAM ZONE,ELANADU MILK ELANADU(PKD),KANNAMBRA,.ASANAR,MILK KL,CASH PAYMENT,07-10-2021,01-08-2025,ESRNA273/25,B2C,LAKSHMANAN.C T,0,,,,0,,0,0,0,,001 FG CURD,PC400,5,0,11,0,0,24.38,0,.ASANAR001 FG CURD,,,,YES,Not in Master,,,,,,
Sales Return,87267,Kerala,MALAPPURAM ZONE,ELANADU MILK ELANADU(PKD),KANNAMBRA,.ASANAR,MILK KL,CASH PAYMENT,07-10-2021,01-08-2025,ESRNA274/25,B2C,LAKSHMANAN.C T,0,,,,0,,0,0,0,,000FG MILK,TM 500,0,0,0,0,0,26,0,.ASANAR000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7418633,Kerala,MALAPPURAM ZONE,ELANADU MILK ELANADU(PKD),KANNAMBRA,.BABU.,MILK KL,CASH PAYMENT,07-10-2021,01-08-2025,ESKA7398/25,B2C,LAKSHMANAN.C T,141.8,0,0,0,142,0,142,142,0,Cash,000FG MILK,CM400,0,5,0,114,0,22.8,0,.BABU.000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7418633,Kerala,MALAPPURAM ZONE,ELANADU MILK ELANADU(PKD),KANNAMBRA,.BABU.,MILK KL,CASH PAYMENT,07-10-2021,01-08-2025,ESKA7398/25,B2C,LAKSHMANAN.C T,141.8,0,0,0,142,0,142,142,0,Cash,000FG MILK,SM 450,0,1,0,27.8,0,27.8,0,.BABU.000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7419505,Kerala,MALAPPURAM ZONE,ELANADU MILK ELANADU(PKD),KANNAMBRA,.BASHEER,MILK KL,CASH PAYMENT,07-10-2021,01-08-2025,ESKA7404/25,B2C,LAKSHMANAN.C T,68.4,0,0,0,68,0,68,68,0,Cash,000FG MILK,CM400,0,3,2,68.4,0,22.8,0,.BASHEER000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7418602,Kerala,MALAPPURAM ZONE,ELANADU MILK ELANADU(PKD),KANNAMBRA,.BISMI STORE,MILK KL,CASH PAYMENT,07-10-2021,01-08-2025,ESKA7367/25,B2C,LAKSHMANAN.C T,55.6,0,0,0,56,0,56,56,0,Cash,000FG MILK,SM 450,0,2,0,55.6,0,27.8,0,.BISMI STORE000FG MILK,,,,YES,Not in Master,,0,,,,
Sales,7421935,Tamil Nadu,TAMILNADU,ELANADU MILK DINDIGUL,DINDIGUL,.G DEVI STORE,MILK TN,CASH PAYMENT,23-07-2024,01-08-2025,DGLSD10993/25,B2C,DINESH KUMAR,60.94,1.52,1.52,0,64,0,64,64,0,,001 FG CURD,TTIC 450,5,2,0,60.94,0,30.47,0,.G DEVI STORE001 FG CURD,,,,YES,Not in Master,,,,,,
Sales,7418613,Kerala,MALAPPURAM ZONE,ELANADU MILK ELANADU(PKD),KANNAMBRA,.JABBAR STORE,MILK KL,CASH PAYMENT,07-10-2021,01-08-2025,ESKA7378/25,B2C,LAKSHMANAN.C T,260,0,0,0,260,0,260,0,260,,000FG MILK,TM 500,0,10,0,260,0,26,0,.JABBAR STORE000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7420132,Kerala,MALAPPURAM ZONE,ELANADU MILK ELANADU(PKD),KANNAMBRA,.KABEER,MILK KL,CASH PAYMENT,07-10-2021,01-08-2025,ESKA7411/25,B2C,LAKSHMANAN.C T,114,0,0,0,114,0,114,114,0,Cash,000FG MILK,CM400,0,5,2,114,0,22.8,0,.KABEER000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7418634,Kerala,MALAPPURAM ZONE,ELANADU MILK ELANADU(PKD),KANNAMBRA,.KANNAN STORE.,MILK KL,CASH PAYMENT,07-10-2021,01-08-2025,ESKA7399/25,B2C,LAKSHMANAN.C T,228,0,0,0,228,0,228,228,0,Cash,000FG MILK,CM400,0,10,0,228,0,22.8,0,.KANNAN STORE.000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7418610,Kerala,MALAPPURAM ZONE,ELANADU MILK ELANADU(PKD),KANNAMBRA,.KRISHNA STORE .,MILK KL,CASH PAYMENT,07-10-2021,01-08-2025,ESKA7375/25,B2C,LAKSHMANAN.C T,877.42,2.79,2.79,0,883,0,883,0,883,,000FG MILK,CM150,0,20,0,180,0,9,0,.KRISHNA STORE .000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7418610,Kerala,MALAPPURAM ZONE,ELANADU MILK ELANADU(PKD),KANNAMBRA,.KRISHNA STORE .,MILK KL,CASH PAYMENT,07-10-2021,01-08-2025,ESKA7375/25,B2C,LAKSHMANAN.C T,877.42,2.79,2.79,0,883,0,883,0,883,,000FG MILK,CM400,0,20,23,456,0,22.8,0,.KRISHNA STORE .000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7418610,Kerala,MALAPPURAM ZONE,ELANADU MILK ELANADU(PKD),KANNAMBRA,.KRISHNA STORE .,MILK KL,CASH PAYMENT,07-10-2021,01-08-2025,ESKA7375/25,B2C,LAKSHMANAN.C T,877.42,2.79,2.79,0,883,0,883,0,883,,000FG MILK,TM 500,0,5,0,130,0,26,0,.KRISHNA STORE .000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7418610,Kerala,MALAPPURAM ZONE,ELANADU MILK ELANADU(PKD),KANNAMBRA,.KRISHNA STORE .,MILK KL,CASH PAYMENT,07-10-2021,01-08-2025,ESKA7375/25,B2C,LAKSHMANAN.C T,877.42,2.79,2.79,0,883,0,883,0,883,,001 FG CURD,KC 250,5,6,0,111.42,0,18.57,0,.KRISHNA STORE .001 FG CURD,,,,YES,Not in Master,,,,,,
Sales,7418625,Kerala,MALAPPURAM ZONE,ELANADU MILK ELANADU(PKD),KANNAMBRA,.MANI.,MILK KL,CASH PAYMENT,07-10-2021,01-08-2025,ESKA7390/25,B2C,LAKSHMANAN.C T,159,0,0,0,159,0,159,159,0,Cash,000FG MILK,CM150,0,5,0,45,0,9,0,.MANI.000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7418625,Kerala,MALAPPURAM ZONE,ELANADU MILK ELANADU(PKD),KANNAMBRA,.MANI.,MILK KL,CASH PAYMENT,07-10-2021,01-08-2025,ESKA7390/25,B2C,LAKSHMANAN.C T,159,0,0,0,159,0,159,159,0,Cash,000FG MILK,CM400,0,5,2,114,0,22.8,0,.MANI.000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7463649,Kerala,ERNAKULAM ZONE,ELANADU MILK ERNAKULAM,AROOR,.MODERN BAKERY.,MILK KL,BILL TO BILL,19-07-2024,01-08-2025,EKSAR6957/25,B2C,PRASANAN ,695,0,0,0,695,0,695,695,0,Cash,000FG MILK,SM 450,0,25,2,695,0,27.8,0,.MODERN BAKERY.000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7419506,Kerala,MALAPPURAM ZONE,ELANADU MILK ELANADU(PKD),KANNAMBRA,.MOHAMMAD STORE,MILK KL,CASH PAYMENT,03-08-2023,01-08-2025,ESKA7405/25,B2C,LAKSHMANAN.C T,135.6,0,0,0,136,0,136,136,0,Cash,000FG MILK,CM150,0,10,2,90,0,9,0,.MOHAMMAD STORE000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7419506,Kerala,MALAPPURAM ZONE,ELANADU MILK ELANADU(PKD),KANNAMBRA,.MOHAMMAD STORE,MILK KL,CASH PAYMENT,03-08-2023,01-08-2025,ESKA7405/25,B2C,LAKSHMANAN.C T,135.6,0,0,0,136,0,136,136,0,Cash,000FG MILK,CM400,0,2,0,45.6,0,22.8,0,.MOHAMMAD STORE000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7429966,Kerala,CALICUT ZONE,ELANADU MILK PAYYANNUR,PAYYANNUR TOWN,.P.P.STORES.PALAKKUNNU,NORMAL,WEEKLY CREDIT,17-04-2025,01-08-2025,PYSP24655/25,B2C,SANOOPMS,286.1,0.7,0.7,0,288,0,288,288,0,Cash,000FG MILK,CM 475,0,10,0,258,0,25.8,0,.P.P.STORES.PALAKKUNNU000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7429966,Kerala,CALICUT ZONE,ELANADU MILK PAYYANNUR,PAYYANNUR TOWN,.P.P.STORES.PALAKKUNNU,NORMAL,WEEKLY CREDIT,17-04-2025,01-08-2025,PYSP24655/25,B2C,SANOOPMS,286.1,0.7,0.7,0,288,0,288,288,0,Cash,001 FG CURD,PC475,5,1,0,28.1,0,28.1,0,.P.P.STORES.PALAKKUNNU001 FG CURD,,,,YES,Not in Master,,0,,,,
Sales,7425081,Tamil Nadu,TAMILNADU,ELANADU MILK DINDIGUL,DINDIGUL,.PS STORE1,MILK TN,CASH PAYMENT,23-07-2024,01-08-2025,DGLSD11025/25,B2C,DINESH KUMAR,55.22,1.38,1.38,0,58,0,58,58,0,,001 FG CURD,DTC 450,5,2,0,55.22,0,27.61,0,.PS STORE1001 FG CURD,,,,YES,Not in Master,,,,,,
Sales,7430704,Kerala,MALAPPURAM ZONE,ELANADU MILK NILAMBUR,EDAKKARA,.PUSHPPA HOT,NORMAL,CASH PAYMENT,15-04-2025,01-08-2025,NLSED23311/25,B2C,AMAL TS,222.4,0,0,0,222,0,222,222,0,Cash,000FG MILK,SM 900,0,4,0,222.4,0,55.6,0,.PUSHPPA HOT000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7418631,Kerala,MALAPPURAM ZONE,ELANADU MILK ELANADU(PKD),KANNAMBRA,.RADHA K.,MILK KL,CASH PAYMENT,07-10-2021,01-08-2025,ESKA7396/25,B2C,LAKSHMANAN.C T,436.74,1.83,1.83,0,440,0,440,440,0,Cash,000FG MILK,CM150,0,10,0,90,0,9,0,.RADHA K.000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7418631,Kerala,MALAPPURAM ZONE,ELANADU MILK ELANADU(PKD),KANNAMBRA,.RADHA K.,MILK KL,CASH PAYMENT,07-10-2021,01-08-2025,ESKA7396/25,B2C,LAKSHMANAN.C T,436.74,1.83,1.83,0,440,0,440,440,0,Cash,000FG MILK,CM400,0,12,0,273.6,0,22.8,0,.RADHA K.000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7418631,Kerala,MALAPPURAM ZONE,ELANADU MILK ELANADU(PKD),KANNAMBRA,.RADHA K.,MILK KL,CASH PAYMENT,07-10-2021,01-08-2025,ESKA7396/25,B2C,LAKSHMANAN.C T,436.74,1.83,1.83,0,440,0,440,440,0,Cash,001 FG CURD,PC400,5,3,0,73.14,0,24.38,0,.RADHA K.001 FG CURD,,,,YES,Not in Master,,,,,,
Sales,7418626,Kerala,MALAPPURAM ZONE,ELANADU MILK ELANADU(PKD),KANNAMBRA,.RAVI.,MILK KL,CASH PAYMENT,07-10-2021,01-08-2025,ESKA7391/25,B2C,LAKSHMANAN.C T,273,0,0,0,273,0,273,273,0,Cash,000FG MILK,CM150,0,5,0,45,0,9,0,.RAVI.000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7418626,Kerala,MALAPPURAM ZONE,ELANADU MILK ELANADU(PKD),KANNAMBRA,.RAVI.,MILK KL,CASH PAYMENT,07-10-2021,01-08-2025,ESKA7391/25,B2C,LAKSHMANAN.C T,273,0,0,0,273,0,273,273,0,Cash,000FG MILK,CM400,0,10,0,228,0,22.8,0,.RAVI.000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7419973,Kerala,MALAPPURAM ZONE,ELANADU MILK ELANADU(PKD),PATHIRIPALA,.THATTUKADA,MILK KL,CASH PAYMENT,07-10-2021,01-08-2025,ESPA34939/25,B2C,SURESH. S,361.4,0,0,0,361,0,361,361,0,Cash,000FG MILK,SM 450,0,13,0,361.4,0,27.8,0,.THATTUKADA000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7430680,Kerala,BRANCH DISTRIBUTION,TREAT ASSOCIATES,INOFFICE,@COUNTER SALE,NORMAL,CASH PAYMENT,16-05-2025,01-08-2025,TASBI000193/25,B2C,TREAT ASSOCIATES INOFFICE,419.48,36.6,36.6,0,480,-13,480,480,0,Cash,FG ICECREAM,BAL-VAN,18,2,0,33.9,0,16.95,0,@COUNTER SALEFG ICECREAM,,,,NO,Not in Master,,,,,,
Sales,7430680,Kerala,BRANCH DISTRIBUTION,TREAT ASSOCIATES,INOFFICE,@COUNTER SALE,NORMAL,CASH PAYMENT,16-05-2025,01-08-2025,TASBI000193/25,B2C,TREAT ASSOCIATES INOFFICE,419.48,36.6,36.6,0,480,0,480,480,0,Cash,FG ICECREAM,ICPF35,18,2,0,8.48,0,4.24,0,@COUNTER SALEFG ICECREAM,,,,NO,Not in Master,,,,,,
Sales,7430680,Kerala,BRANCH DISTRIBUTION,TREAT ASSOCIATES,INOFFICE,@COUNTER SALE,NORMAL,CASH PAYMENT,16-05-2025,01-08-2025,TASBI000193/25,B2C,TREAT ASSOCIATES INOFFICE,419.48,36.6,36.6,0,480,0,480,480,0,Cash,FG ICECREAM,MAN1000,18,1,0,275.42,0,275.42,0,@COUNTER SALEFG ICECREAM,,,,NO,Not in Master,,,,,,
Sales,7430680,Kerala,BRANCH DISTRIBUTION,TREAT ASSOCIATES,INOFFICE,@COUNTER SALE,NORMAL,CASH PAYMENT,16-05-2025,01-08-2025,TASBI000193/25,B2C,TREAT ASSOCIATES INOFFICE,419.48,36.6,36.6,0,480,0,480,480,0,Cash,FG ICECREAM,POPSD60,18,1,0,25.42,0,25.42,0,@COUNTER SALEFG ICECREAM,,,,NO,Not in Master,,,,,,
Sales,7430680,Kerala,BRANCH DISTRIBUTION,TREAT ASSOCIATES,INOFFICE,@COUNTER SALE,NORMAL,CASH PAYMENT,16-05-2025,01-08-2025,TASBI000193/25,B2C,TREAT ASSOCIATES INOFFICE,419.48,36.6,36.6,0,480,0,480,480,0,Cash,FG ICECREAM,POPVA60,18,2,0,42.38,0,21.19,0,@COUNTER SALEFG ICECREAM,,,,NO,Not in Master,,,,,,
Sales,7430680,Kerala,BRANCH DISTRIBUTION,TREAT ASSOCIATES,INOFFICE,@COUNTER SALE,NORMAL,CASH PAYMENT,16-05-2025,01-08-2025,TASBI000193/25,B2C,TREAT ASSOCIATES INOFFICE,419.48,36.6,36.6,0,480,0,480,480,0,Cash,FG ICECREAM,VANCUP,18,2,0,16.94,0,8.47,0,@COUNTER SALEFG ICECREAM,,,,NO,Not in Master,,,,,,
Sales,7430680,Kerala,BRANCH DISTRIBUTION,TREAT ASSOCIATES,INOFFICE,@COUNTER SALE,NORMAL,CASH PAYMENT,16-05-2025,01-08-2025,TASBI000193/25,B2C,TREAT ASSOCIATES INOFFICE,419.48,36.6,36.6,0,480,0,480,480,0,Cash,FG ICECREAM,VANSIP,18,2,0,16.94,0,8.47,0,@COUNTER SALEFG ICECREAM,,,,NO,Not in Master,,,,,,
Sales,7421247,Kerala,TRIVANDRUM ZONE,ELANADU MILK NEYYATTINKARA,KOVALAM,01 BISMI TEA STALL,MILK KL,CASH PAYMENT,02-04-2024,01-08-2025,NSKV5695/25,B2C,AMALDASJ,166.8,0,0,0,167,0,167,167,0,,000FG MILK,SM 900,0,3,0,166.8,0,55.6,0,01 BISMI TEA STALL000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7421261,Kerala,TRIVANDRUM ZONE,ELANADU MILK NEYYATTINKARA,KOVALAM,01 SUMATHI STORE,MILK KL,CASH PAYMENT,17-06-2024,01-08-2025,NSKV5703/25,B2C,AMALDASJ,0,0,0,0,0,0,0,0,0,,000FG MILK,SM 900,0,0,0,0,0,55.6,0,01 SUMATHI STORE000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7420931,Kerala,TRIVANDRUM ZONE,ELANADU MILK NEYYATTINKARA,KOVALAM,02 KAVITHA STORE,MILK KL,CASH PAYMENT,24-04-2024,01-08-2025,NSKV5671/25,B2C,AMALDASJ,206.4,0,0,0,206,0,206,0,206,,000FG MILK,CM 475,0,8,0,206.4,0,25.8,0,02 KAVITHA STORE000FG MILK,,,,YES,Not in Master,,,,,,
